Sr_No,Date,Startup_Name,Industry_Vertical,SubVertical,City_Location,Investors_Name,InvestmentnType,Amount_in_USD,Remarks,Year,Month
1457,18-08-2016,Meesho,E-Commerce,Mobile based eCommerce SAAS platform,Bengaluru,"Kashyap Deorah, Rajul Garg, Maninder Gulati",Seed Funding,1500000,Unknown,2016,AUGUST
1458,18-08-2016,Sesame software,Technology,Financial Technology Solutions Provider,Kozhikode,Speridian Technologies,Private Equity,1000000,Unknown,2016,AUGUST
1459,19-08-2016,Quikr,Consumer internet,Classified Listings platform,Mumbai,Brand Capital,Private Equity,20000000,Unknown,2016,AUGUST
1460,19-08-2016,Digio,Technology,Aadhar based Document Signing platform,Bengaluru,Rainmatter,Private Equity,375000,Unknown,2016,AUGUST
1461,19-08-2016,Ziffity,Technology,Full Service Ecommerce Agency,Chennai,Aspire Systems,Private Equity,1000000,Unknown,2016,AUGUST
1462,22-08-2016,Zzungry,Consumer internet,Food Delivery platform,Bengaluru,"Satish Vasudeva, Madhusudhan Jujare & Others",Seed Funding,600000,Unknown,2016,AUGUST
1463,22-08-2016,Puro wellness,Healthcare,"Organic,\\xc2\\xa0 Natural\\xc2\\xa0 Food substitute manufacturer",Mumbai,Torrent Group,Private Equity,37000000,Unknown,2016,AUGUST
1464,22-08-2016,Fitternity,Consumer internet,Fitness Gym & Services Discovery platform,Mumbai,"Saha Fund, Exfinity Venture Partners & Others",Private Equity,600000,Unknown,2016,AUGUST
1465,23-08-2016,Tac security,Technology,Cyber-Security Solutions Provider,Delhi,Vijay Kedia,Seed Funding,1000000,Unknown,2016,AUGUST
1466,23-08-2016,Notesgen,Consumer internet,Online Notes Sharing Portal,Delhi,"Riju Gupta, Kamal Chabra",Seed Funding,100000,Unknown,2016,AUGUST
1467,23-08-2016,Nearu,Consumer internet,Marketing app for retailers,Mumbai,Dr. Goutam Challagalla,Seed Funding,600000,Unknown,2016,AUGUST
1468,23-08-2016,Octo.ai,Technology,Artificial Intelligence based marketing platform,Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed Funding,200000,Unknown,2016,AUGUST
1469,24-08-2016,Shaadisaga,Consumer internet,Wedding Website Creator,Delhi,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",Seed Funding,600000,Unknown,2016,AUGUST
1470,24-08-2016,Unaacademy,Consumer internet,Free Interactive education platform,Bengaluru,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,\\xc2\\xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,1000000,Unknown,2016,AUGUST
1471,24-08-2016,Advenio,Technology,Clinical Imaging Solution Provider,Ch,Kalaari Capital,Seed Funding,100000,Unknown,2016,AUGUST
1472,24-08-2016,Guarented,E-Commerce,Home Furnishing rental marketplace,Bengaluru,Kalaari Capital,Seed Funding,500000,Unknown,2016,AUGUST
1473,24-08-2016,Beyond evolution,Technology,Mobile Apps & Tech Services provider,Gurugram,"Vineet Taneja, Kamal Puri",Seed Funding,1000000,Unknown,2016,AUGUST
1474,24-08-2016,Uber dreams,E-Commerce,Dreams fulfilling marketplace,Mumbai,Mohit Lalvani,Seed Funding,500000,Unknown,2016,AUGUST
1475,24-08-2016,Convegenius,Ed-Tech,Edutainment platform,Noida,Michael and Susan Dell Foundation,Private Equity,900000,Unknown,2016,AUGUST
1476,24-08-2016,Urbanladder,E-Commerce,Online Furniture Store,Mumbai,Trifecta Capital,Private Equity,3000000,Unknown,2016,AUGUST
1477,24-08-2016,Encashea,Consumer internet,Scrap Collection and Recycling platform,Bengaluru,"Kunal Shah, Sandeep Tandon, Tracxn Labs",Seed Funding,600000,Unknown,2016,AUGUST
1478,25-08-2016,Engineerbabu,Technology,Mobile App & Web Development company,Indore,Scale Ventures,Seed Funding,1000000,Unknown,2016,AUGUST
1479,25-08-2016,Cult,Healthcare,Health and Fitness Centres,Bengaluru,CureFit,Private Equity,3000000,Unknown,2016,AUGUST
1480,25-08-2016,Witworks,Technology,Consumer IoT Startup,Bengaluru,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",Seed Funding,1000000,Unknown,2016,AUGUST
1481,25-08-2016,Nearfox,Consumer internet,Local Lifestyle Content and Discovery Platform,Mumbai,"Globevestor Angel Fund, Devendra Rane, Ravi Jain,\\xc2\\xa0 Arpan Nagdeve",Seed Funding,600000,Unknown,2016,AUGUST
1482,25-08-2016,Zoomcar,Consumer internet,Self-driven car booking platform,Bengaluru,Ford Smart Mobility Llc,Private Equity,24000000,Unknown,2016,AUGUST
1483,26-08-2016,Plix,Consumer internet,Photo and Video Sharing App,Gurugram,Instalabs,Seed Funding,500000,Unknown,2016,AUGUST
1484,26-08-2016,Mobikwik,Consumer internet,Digital Wallet platform,Gurugram,Net1 UEPS Technologies Inc,Private Equity,40000000,Unknown,2016,AUGUST
1485,26-08-2016,Mydidi,Consumer internet,"on-demand, hyper-local Cleaning services provider",Mumbai,Undisclosed Ex Mckinsey Directors and Partners,Seed Funding,550000,Unknown,2016,AUGUST
1486,26-08-2016,Crownit,Consumer internet,Cashback Mobile app,Gurugram,"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",Seed Funding,600000,Unknown,2016,AUGUST
1487,29-08-2016,Loantap,Consumer internet,Lending platform for Salaried professionals,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,3000000,Unknown,2016,AUGUST
1488,29-08-2016,Runnr,Consumer internet,hyperlocal Logistics services provider,Bengaluru,"Nexus Venture Partners, Blume Ventures",Private Equity,7000000,Unknown,2016,AUGUST
1489,29-08-2016,Zolo,Consumer internet,on-demand online talent marketplace,Noida,Hitouch AG,Private Equity,600000,Unknown,2016,AUGUST
1490,29-08-2016,Notion press,Consumer internet,Self-Publishing books platform,Chennai,Undisclosed HNI investors,Private Equity,1000000,Unknown,2016,AUGUST
1491,29-08-2016,Livspace,Consumer internet,Online portal for Home Design,Bengaluru,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,15000000,Unknown,2016,AUGUST
1492,30-08-2016,Iaugmentor labs,Technology,Assessment & Learning Platform,Gurugram,Rajasthan Angel Investor Network & Others,Seed Funding,149000,Unknown,2016,AUGUST
1493,30-08-2016,Daybox,Consumer internet,Fruit & Vegetable Delivery platform,Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Funding,104000,Unknown,2016,AUGUST
1494,30-08-2016,Paytm,E-Commerce,Mobile Wallet & ECommerce platform,Bengaluru,MediaTek Inc.,Private Equity,60000000,Unknown,2016,AUGUST
1495,30-08-2016,Cropin,Technology,Agriculture Technology Solutions,Bengaluru,Sophia Investment ApS,Private Equity,2000000,Unknown,2016,AUGUST
1496,30-08-2016,Canvera,Consumer internet,Photographer Discovery & Information platform,Bengaluru,Info Edge (India) Ltd,Private Equity,3000000,Unknown,2016,AUGUST
1497,30-08-2016,Prime focus technologies,Technology,Hybrid Cloud technology enabled Media ERP platform,Mumbai,Ambit Pragma,Private Equity,1000000,Unknown,2016,AUGUST
1498,31-08-2016,Flyrobe,E-Commerce,Online fashion rental platform,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,5300000,Unknown,2016,AUGUST
1499,31-08-2016,Inclov,Consumer internet,Matchmaking App for Disabled,Mumbai,"Sarbvir Singh, Raghav Bahl",Seed Funding,600000,Unknown,2016,AUGUST
1500,01-07-2016,Razorpay,Consumer internet,Online Payment Gateway,Bengaluru,MasterCard,Private Equity,600000,Unknown,2016,JULY
1501,01-07-2016,Darwinbox,Technology,HR Software Services Startup,Hyderabad,"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners",Seed Funding,1000000,Unknown,2016,JULY
1502,01-07-2016,Venture catalysts,Consumer internet,Seed Investment & Innovation Platform,Mumbai,Zaffiro Ventures,Seed Funding,500000,Unknown,2016,JULY
1503,01-07-2016,Pressplay tv,Consumer internet,Video Content Discovery Platform,Delhi,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",Private Equity,600000,Unknown,2016,JULY
1504,02-07-2016,Playment,Consumer internet,Mobile Marketplace for Crowdsourced Work,Bengaluru,SAIF Partners,Private Equity,700000,Unknown,2016,JULY
1505,04-07-2016,Wealthtrust,Consumer internet,Wealth Management App,Mumbai,India Quotient,Seed Funding,600000,Unknown,2016,JULY
1506,04-07-2016,Curefit,Consumer internet,Online Preventive Healthcare Platform,Bengaluru,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,15000000,Unknown,2016,JULY
1507,04-07-2016,Stitchwood,E-Commerce,Custom Furniture Online,Mumbai,Deepak Gupta,Seed Funding,200000,Unknown,2016,JULY
1508,04-07-2016,Grab.in,Logistics,hyperlocal logistics service,Mumbai,Aramex Ventures Llc,Private Equity,2000000,Unknown,2016,JULY
1509,04-07-2016,Fulfil.io,Consumer internet,Cloud Based ERP Software,Us,Rajan Anandan,Seed Funding,600000,Unknown,2016,JULY
1510,04-07-2016,Neogrowth,FinTech,SME Lending platform,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,16000000,Unknown,2016,JULY
1511,05-07-2016,Seedoc,Consumer internet,Video Based Doctor Consulting platform App,Gurugram,YourNest Angel Fund & Others,Private Equity,1000000,Unknown,2016,JULY
1512,05-07-2016,Bookmyshow,Consumer internet,Event & Movie Ticketing platform,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,82000000,Unknown,2016,JULY
1513,05-07-2016,Flyrobe,E-Commerce,Online fashion rental platform,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain",Seed Funding,1700000,Unknown,2016,JULY
1514,06-07-2016,Happilyunmarried,E-Commerce,Online Merchandize etailer,Delhi,Info Edge (India) Ltd,Private Equity,740000,Unknown,2016,JULY
1515,06-07-2016,Dont scratch your head,Technology,Full Stack Offline & Online ERP Solution,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,250000,Unknown,2016,JULY
1516,06-07-2016,Wedding wishlist,Consumer internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,297000,Unknown,2016,JULY
1517,07-07-2016,Appdaily,Technology,Mobile Security App development & Distribution,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,2000000,Unknown,2016,JULY
1518,07-07-2016,Adytude,Consumer internet,Gamified Consumer Insights Portal,Delhi,Indian Angel Network,Private Equity,1000000,Unknown,2016,JULY
1519,07-07-2016,Quickli,Logistics,On-Demand Delivery Startup,Gurugram,"AVG Group, 500 Startups",Private Equity,1500000,Unknown,2016,JULY
1520,07-07-2016,Spectravr,Technology,Virtual Reality Content Studio,Mumbai,Rothenberg Ventures,Seed Funding,1000000,Unknown,2016,JULY
1521,08-07-2016,Pitstop,Consumer internet,Online Car Repair and Servicing Booking platform,Bengaluru,"Alex Chua, Rahul Garg",Seed Funding,600000,Unknown,2016,JULY
1522,08-07-2016,Holachef,Consumer internet,Online Food Ordering & Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,1950000,Unknown,2016,JULY
1523,11-07-2016,Purplle,E-Commerce,Beauty Products Marketplace,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,6000000,Unknown,2016,JULY
1524,11-07-2016,Trak n tell,Technology,Car Tracking & Safety System,Gurugram,Brian Acton,Private Equity,3500000,Unknown,2016,JULY
1525,11-07-2016,Overcart.com,E-Commerce,Unboxed & refurbished electronic products marketplace,Gurugram,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,3000000,Unknown,2016,JULY
1526,12-07-2016,Sirionlabs,Technology,SAAS based Service Agreement Management,Gurugram,Sequoia Capital,Private Equity,12250000,Unknown,2016,JULY
1527,12-07-2016,Gyandhan,Consumer internet,Education Focused Financing Platform,Delhi,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed Funding,600000,Unknown,2016,JULY
1528,12-07-2016,Mintm,Consumer internet,Digital Marketing & AdTech Platform,Bengaluru,"Mumbai Angels, Times Internet",Private Equity,600000,Unknown,2016,JULY
1529,12-07-2016,Hitgrit,Consumer internet,Online Legal Consultation platform,Ch,"Ashish Mahajan, Sarvesh Sharma",Seed Funding,600000,Unknown,2016,JULY
1530,12-07-2016,Find my stay,Consumer internet,Online Budget Hotel Aggregator & Booking Platform,Delhi,"Rishi Parti, Yogesh Bansal",Seed Funding,600000,Unknown,2016,JULY
1531,13-07-2016,Yaap,Consumer internet,"Online Content Discovery, Creation & Distribution Platform",Delhi,Rainmaker Ventures,Private Equity,5000000,Unknown,2016,JULY
1532,13-07-2016,Utoo cabs,Consumer internet,Cab aggregation & Rental platform,Chennai,Ajay Piramal,Seed Funding,600000,Unknown,2016,JULY
1533,13-07-2016,Twigly,Consumer internet,Online Food Ordering & Delivery Startup,Gurugram,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,600000,Unknown,2016,JULY
1534,13-07-2016,Sharechat,Consumer internet,Vernacular Language Content Creation & Sharing App,Bengaluru,"SAIF Partners, India Quotient",Private Equity,1350000,Unknown,2016,JULY
1535,13-07-2016,Urban tailor,Consumer internet,E-Tailoring service provider,Bengaluru,Unitus Seed Fund,Private Equity,600000,Unknown,2016,JULY
1536,13-07-2016,Rentmojo,Consumer internet,Online Furniture Renting Platform,Bengaluru,"Accel Partners, IDG Ventures India",Private Equity,5000000,Unknown,2016,JULY
1537,13-07-2016,Cityfurnish,Consumer internet,Online Furniture Renting Platform,Gurugram,Brand Capital,Seed Funding,600000,Unknown,2016,JULY
1538,13-07-2016,Heal institute,Healthcare,Sports Focused Healthcare Startup,Mumbai,"Jaspal Bindra, Parth Jindal",Seed Funding,1500000,Unknown,2016,JULY
1539,14-07-2016,Augrav,E-Commerce,Personalized precious Jewellery etailer,Coimbatore,Keiretsu Forum,Seed Funding,450000,Unknown,2016,JULY
1540,14-07-2016,Shoppinpal,Technology,M-Commerce Solutions for Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,1070000,Unknown,2016,JULY
1541,14-07-2016,Transtutors / askiitians,Consumer internet,Online Education & Tutoring portals,Delhi,500 Startups,Private Equity,600000,Unknown,2016,JULY
1542,15-07-2016,Workapps,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed Funding,1000000,Unknown,2016,JULY
1543,15-07-2016,Bankerbay,Consumer internet,Online Investment Banking platform,Bengaluru,undisclosed investors,Private Equity,2000000,Unknown,2016,JULY
1544,15-07-2016,Baggout,E-Commerce,Womens Fashion Retailer,Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,1500000,Unknown,2016,JULY
1545,15-07-2016,Tripshelf,E-Commerce,Travel Package Marketplace,Delhi,GEMS group,Seed Funding,250000,Unknown,2016,JULY
1546,15-07-2016,Satvacart,E-Commerce,Online Grocers,Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,1500000,Unknown,2016,JULY
1547,15-07-2016,Ridlr,Consumer internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,6000000,Unknown,2016,JULY
1548,18-07-2016,Yellowdig,Consumer internet,Online Learning Platform,Pune,SRI Capital,Seed Funding,650000,Unknown,2016,JULY
1549,18-07-2016,Zuppler,Consumer internet,Online Food Ordering platform,Delhi,SRI Capital,Seed Funding,650000,Unknown,2016,JULY
1550,18-07-2016,Bluestone,E-Commerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,30000000,Unknown,2016,JULY
1551,18-07-2016,Underdogs,Technology,Game Development Startup,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,1000000,Unknown,2016,JULY
1552,18-07-2016,Imageprovision,Technology,Image Analysis Solutions,Pune,Satish Jamdar,Seed Funding,1000000,Unknown,2016,JULY
1553,19-07-2016,Sagacito,Technology,Cloud-Based Enterprise Solutions,Delhi,Star India Pvt. Ltd,Private Equity,10000000,Unknown,2016,JULY
1554,19-07-2016,Deal4loans / wishfin,Consumer internet,Loans Comparison platform,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,15000000,Unknown,2016,JULY
1555,19-07-2016,Niyo solutions,Technology,Payroll & Benefits Software solutions,Bengaluru,Prime Venture Partners,Private Equity,1000000,Unknown,2016,JULY
1556,19-07-2016,Applop,Consumer internet,Mobile Apps SaaS Platform,Gurugram,Green House Ventures Accelerator,Seed Funding,250000,Unknown,2016,JULY
1557,20-07-2016,Tax2win,Consumer internet,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,1000000,Unknown,2016,JULY
1558,20-07-2016,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,595000,Unknown,2016,JULY
1559,20-07-2016,Iserve financial,Consumer internet,Loan Comparison & Deals platform,Pune,Nilesh Shah,Seed Funding,600000,Unknown,2016,JULY
1560,21-07-2016,Mytaxiindia,Consumer internet,Online Car rental booking platform,Delhi,Nihon Kotsu Co,Private Equity,1000000,Unknown,2016,JULY
1561,21-07-2016,Aberuk,E-Commerce,Online Marketplace for books,Bengaluru,Swastika Company Pvt Ltd,Seed Funding,1500000,Unknown,2016,JULY
1562,21-07-2016,Wiwigo,Consumer internet,Inter-City Taxi Booking platform,Bengaluru,Indian Angel Network,Seed Funding,595000,Unknown,2016,JULY
1563,21-07-2016,Drums food,Food & beverage,Yogurt and Ice Cream maker,Mumbai,"Verlinvest, DSG Consumer Partners",,1000000,Unknown,2016,JULY
1564,01-06-2016,Chikoop,Consumer internet,Free Ad based Voice Calling,Indore,Undisclosed Investors,Seed Funding,600000,Unknown,2016,JUNE
1565,01-06-2016,Bridgei2i,Technology,Data Analytics Platform,Bengaluru,Edelweiss Private Equity,Private Equity,1000000,Unknown,2016,JUNE
1566,02-06-2016,Droom,E-Commerce,Online marketplace for used automobiles,Delhi,"Beenext, Digital Garage, Lightbox, Beenos",Private Equity,1500000,Unknown,2016,JUNE
1567,02-06-2016,Visit,Consumer internet,On-Demand Healthcare Service provider,Delhi,MapmyIndia,Seed Funding,600000,Unknown,2016,JUNE
1568,02-06-2016,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,1000000,Unknown,2016,JUNE
1569,02-06-2016,Coutloot,E-Commerce,Fashion Re-Commerce Platform,Mumbai,Venture Catalysts,Seed Funding,1500000,Unknown,2016,JUNE
1570,02-06-2016,Limo,Consumer internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,1000000,Unknown,2016,JUNE
1571,03-06-2016,Icliniq,Consumer internet,Doctor Consultation platform,Bengaluru,MadhanKumar Madathupalayam,Seed Funding,600000,Unknown,2016,JUNE
1572,03-06-2016,Gogo truck,Consumer internet,Truck Aggregator & Booking platform,Chennai,Undisclosed Investor,Seed Funding,75000,Unknown,2016,JUNE
1573,03-06-2016,Vyome biosciences,Healthcare,Treatment Development for Antibiotic-resistant diseases,Delhi,Romulus Capital,Private Equity,2000000,Unknown,2016,JUNE
1574,06-06-2016,Sillymonks,Consumer internet,Digital Media and Entertainment Startup,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,448000,Unknown,2016,JUNE
1575,07-06-2016,Cuemath,Ed-Tech,K-12 Maths Learning Courses,Bengaluru,"Sequoia Capital, Unitus Seed Fund",Private Equity,4000000,Unknown,2016,JUNE
1576,07-06-2016,Krazybee,Consumer internet,Student Micro-Loan platform,Bengaluru,"Yeahmobi, Fenqile",Private Equity,2000000,Unknown,2016,JUNE
1577,07-06-2016,Intgrea,Technology,Post merger Integration Partners,Bengaluru,Undisclosed Investor,Seed Funding,100000,Unknown,2016,JUNE
1578,07-06-2016,Helpshift,Technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,23000000,Unknown,2016,JUNE
1579,07-06-2016,Creditvidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,1000000,Unknown,2016,JUNE
